date,texto,ville,cents,vente,price,link,pagenr,lastseen,chambres,annee,chauss,m2,terrasse,garage,cave,jardin,etage,ground,indexscore,chambre
Wed May 12 12:40:44 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKX1
",TRUE,FALSE,TRUE,643 824,https://www.immotop.lu/properties/new/apartment/2499877,223,,1,2022,0,45.88.,0,1,0,0,1,0,0.3500000000000001,1
Wed May 12 12:40:44 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKWY
",TRUE,FALSE,TRUE,649 667,https://www.immotop.lu/properties/new/apartment/2499874,223,,1,2022,0,45.88.,0,1,0,0,2,0,0.3500000000000001,1
Wed May 12 12:40:44 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKWV
",TRUE,FALSE,TRUE,669 142,https://www.immotop.lu/properties/new/apartment/2499871,223,,1,2022,0,47.29.,0,1,0,0,2,0,0.3500000000000001,1
Wed May 12 12:40:44 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKWS
",TRUE,FALSE,TRUE,664 574,https://www.immotop.lu/properties/new/apartment/2499868,223,,1,2022,0,46.14.,0,1,0,0,2,0,0.3500000000000001,1
Wed May 12 12:40:44 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKWP
",TRUE,FALSE,TRUE,672 031,https://www.immotop.lu/properties/new/apartment/2499865,223,,1,2022,0,46.24.,0,1,0,0,4,0,0.3500000000000001,1
Wed May 12 12:40:44 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKWJ
",TRUE,FALSE,TRUE,660 739,https://www.immotop.lu/properties/new/apartment/2499859,223,,1,2022,0,45.32.,0,1,0,0,4,0,0.3500000000000001,1
Wed May 12 12:40:44 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKWG
",TRUE,FALSE,TRUE,667 390,https://www.immotop.lu/properties/new/apartment/2499856,223,,1,2022,0,46.24.,0,1,0,0,3,0,0.3500000000000001,1
Wed May 12 12:41:07 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKJG
",TRUE,FALSE,TRUE,654 751,https://www.immotop.lu/properties/new/apartment/2499388,244,,1,2022,0,45.32.,0,1,0,0,2,0,0.3500000000000001,1
Wed May 12 12:41:07 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKJ4
",TRUE,FALSE,TRUE,548 454,https://www.immotop.lu/properties/new/apartment/2499376,244,,1,2022,0,40.22.,0,1,0,0,5,0,0.3500000000000001,1
Wed May 12 12:41:07 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKIY
",TRUE,FALSE,TRUE,549 863,https://www.immotop.lu/properties/new/apartment/2499370,244,,1,2022,0,40.32.,0,1,0,0,5,0,0.3500000000000001,1
Wed May 12 12:41:07 2021,"
Studio à vendre à LUXEMBOURG-GASPERICH
1HKIV
",TRUE,FALSE,TRUE,471 609,https://www.immotop.lu/properties/new/apartment/flat/2499367,244,,NA,2022,0,34.15.,0,1,0,0,4,0,0.3500000000000001,-1
Wed May 12 12:41:07 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKIS
",TRUE,FALSE,TRUE,914 684,https://www.immotop.lu/properties/new/apartment/2499364,244,,2,2022,0,67.68.,0,1,0,0,5,0,0.3500000000000001,2
Wed May 12 12:41:07 2021,"
Studio à vendre à LUXEMBOURG-GASPERICH
1HKIP
",TRUE,FALSE,TRUE,395 792,https://www.immotop.lu/properties/new/apartment/flat/2499361,244,,NA,2022,0,28.66.,0,1,0,0,5,0,0.3500000000000001,-1
Wed May 12 12:41:30 2021,"
Appartement à vendre à LUXEMBOURG-KIRCHBERG
1HJVD
",TRUE,FALSE,TRUE,885 000,https://www.immotop.lu/properties/used/apartment/2498521,265,,2,2006,0,86. Ch,0,1,0,0,1,0,0.3500000000000001,2
Wed May 12 12:41:43 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HJGJ
",TRUE,FALSE,TRUE,950 000,https://www.immotop.lu/properties/used/apartment/2497987,277,,2,2018,0,75. Ch,0,1,0,0,1,0,0.3500000000000001,2
Wed May 12 12:40:42 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKXV
",TRUE,FALSE,TRUE,1 313 150,https://www.immotop.lu/properties/new/apartment/2499907,222,,3,2022,0,96.55.,0,1,0,0,5,0,0.35000000000000003,3
Wed May 12 12:40:42 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKXS
",TRUE,FALSE,TRUE,1 302 107,https://www.immotop.lu/properties/new/apartment/2499904,222,,3,2022,0,94.56.,0,1,0,0,5,0,0.35000000000000003,3
Wed May 12 12:40:42 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKXP
",TRUE,FALSE,TRUE,1 300 955,https://www.immotop.lu/properties/new/apartment/2499901,222,,3,2022,0,96.55.,0,1,0,0,4,0,0.35000000000000003,3
Wed May 12 12:40:42 2021,"
Penthouse à vendre à LUXEMBOURG-GASPERICH
1HKXJ
",TRUE,FALSE,TRUE,1 768 701,https://www.immotop.lu/properties/new/apartment/penthouse/2499895,222,,3,2022,0,112.67,0,1,0,0,6,0,0.35000000000000003,3
Wed May 12 12:40:44 2021,"
Penthouse à vendre à LUXEMBOURG-GASPERICH
1HKXD
",TRUE,FALSE,TRUE,1 663 007,https://www.immotop.lu/properties/new/apartment/penthouse/2499889,223,,3,2022,0,104.22,0,1,0,0,6,0,0.35000000000000003,3
Wed May 12 12:40:44 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HKWD
",TRUE,FALSE,TRUE,1 288 994,https://www.immotop.lu/properties/new/apartment/2499853,223,,3,2022,0,96.55.,0,1,0,0,3,0,0.35000000000000003,3
Wed May 12 12:41:07 2021,"
Penthouse à vendre à LUXEMBOURG-GASPERICH
1HKJ1
",TRUE,FALSE,TRUE,1 798 893,https://www.immotop.lu/properties/new/apartment/penthouse/2499373,244,,3,2022,0,112.46,0,1,0,0,6,0,0.35000000000000003,3
Wed May 12 12:40:44 2021,"
Appartement à vendre à LUXEMBOURG-CENTRE
1HKWA
",TRUE,FALSE,TRUE,825 000,https://www.immotop.lu/properties/used/apartment/2499850,223,,2,2018,0,86. Ch,0,0,0,0,1,0,0.30000000000000004,2
Wed May 12 12:41:21 2021,"
Appartement à vendre à LUXEMBOURG-BONNEVOIE
1HK1P
",TRUE,FALSE,TRUE,900 600,https://www.immotop.lu/properties/new/apartment/2498749,257,,NA,2021,0,89.73.,0,0,0,0,-1,0,0.30000000000000004,-1
Wed May 12 12:41:49 2021,"
Appartement à vendre à LUXEMBOURG-GASPERICH
1HJG1
",TRUE,FALSE,TRUE,825 000,https://www.immotop.lu/properties/used/apartment/2497969,282,,2,2018,0,86. Ch,0,0,0,0,1,0,0.30000000000000004,2
Wed May 12 12:40:47 2021,"
Résidence à vendre à LUXEMBOURG-KIRCHBERG
1HKSM
",TRUE,FALSE,TRUE,de 778 140  à 806 987,https://www.immotop.lu/properties/new/residence/2499718,226,,NA,-1,1,NA,0,0,0,0,-1,0,0.3,-1
Wed May 12 12:40:48 2021,"
Maison à vendre à LUXEMBOURG-CESSANGE
1HKR7
",TRUE,FALSE,TRUE,2 644 000,https://www.immotop.lu/properties/new/house/2499667,227,,6,-1,1,287. C,0,0,0,0,2,0,0.3,6
Wed May 12 12:40:48 2021,"
Maison à vendre à LUXEMBOURG-CESSANGE
1HKQY
",TRUE,FALSE,TRUE,2 540 000,https://www.immotop.lu/properties/new/house/2499658,227,,5,-1,1,290. C,0,0,0,0,2,0,0.3,5
Wed May 12 12:41:40 2021,"
Résidence à vendre à LUXEMBOURG-WEIMERSKIRCH
1HJIP
",TRUE,FALSE,TRUE,de 778 140  à 806 987,https://www.immotop.lu/properties/new/residence/2498065,274,,NA,-1,1,NA,0,0,0,0,-1,0,0.3,-1
Wed May 12 12:41:20 2021,"
Triplex à vendre à LUXEMBOURG-ROLLINGERGRUND
1HK3Y
",TRUE,FALSE,TRUE,1 510 000,https://www.immotop.lu/properties/new/apartment/triplex/2498830,256,,4,2015,1,163.71,0,1,0,0,-1,0,0.25000000000000006,4
Wed May 12 12:36:48 2021,"
Appartement à vendre à LUXEMBOURG-LIMPERTSBERG
1HK7Y
",TRUE,FALSE,TRUE,1 550 000,https://www.immotop.lu/properties/new/apartment/2498974,18,,2,-1,0,79. Ch,0,0,0,0,2,0,0.20000000000000007,2
Wed May 12 12:40:49 2021,"
Résidence à vendre à LUXEMBOURG-GASPERICH
1HKP4
",TRUE,FALSE,TRUE,à partir de 549 863,https://www.immotop.lu/properties/new/residence/2499592,228,,NA,-1,0,NA,0,0,0,0,-1,0,0.20000000000000007,-1
Wed May 12 12:41:07 2021,"
Résidence à vendre à LUXEMBOURG-GASPERICH
1HKJJ
",TRUE,FALSE,TRUE,de 643 824  à 1 768 701,https://www.immotop.lu/properties/new/residence/2499391,244,,NA,-1,0,NA,0,0,0,0,-1,0,0.20000000000000007,-1
Wed May 12 12:41:20 2021,"
Commerce à vendre à LUXEMBOURG-CENTRE
1HK47
",TRUE,FALSE,TRUE,12 420 000,https://www.immotop.lu/properties/used/commercial-property/commerce/2498839,256,,NA,-1,0,NA,0,0,0,0,3,0,0.20000000000000007,-1
Wed May 12 12:43:07 2021,"
Local commercial à vendre à LUXEMBOURG-GARE
1HJBP
",TRUE,FALSE,TRUE,1 050 000,https://www.immotop.lu/properties/used/commercial-property/2497813,353,,NA,1985,0,NA,0,0,0,0,-1,0,0.20000000000000007,-1
Wed May 12 13:25:51 2021,"
Penthouse à vendre à LUXEMBOURG-BONNEVOIE
YVEC
",TRUE,FALSE,TRUE,1 220 000,https://www.immotop.lu/properties/new/apartment/penthouse/1626996,2484,,1,-1,0,77. Ch,0,0,0,0,4,0,0.20000000000000007,1
